,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,economy_fare,business_fare,first_fare
743,BOM,CCU,06:25:00,3,3:00:00,09:25:00,3,6E822,6E,7858,,
744,BOM,CCU,06:25:00,2,3:00:00,09:25:00,2,6E822,6E,7858,,
745,BOM,CCU,17:40:00,3,2:40:00,20:20:00,3,6E395,6E,8194,,
746,BOM,CCU,09:40:00,3,2:45:00,12:25:00,3,6E5253,6E,8194,,
747,BOM,CCU,09:45:00,4,2:35:00,12:20:00,4,SG516,SG,8469,,
748,BOM,CCU,19:55:00,3,3:05:00,23:00:00,3,SG241,SG,8631,,
749,BOM,CCU,02:35:00,4,2:35:00,05:10:00,4,6E6957,6E,8641,,
750,BOM,CCU,12:10:00,3,2:40:00,14:50:00,3,6E5354,6E,8641,,
751,BOM,CCU,07:40:00,3,2:40:00,10:20:00,3,6E6579,6E,8641,,
752,BOM,CCU,12:10:00,2,2:45:00,14:55:00,2,6E5354,6E,8641,,
753,BOM,CCU,21:35:00,5,2:50:00,00:25:00,6,AI774,AI,8694,,33858
754,BOM,CCU,22:40:00,5,2:35:00,01:15:00,6,6E5287,6E,8918,,
755,BOM,CCU,09:45:00,0,2:35:00,12:20:00,0,SG516,SG,8919,,
756,BOM,CCU,19:55:00,0,3:05:00,23:00:00,0,SG241,SG,8919,,
757,BOM,CCU,07:40:00,2,2:40:00,10:20:00,2,6E6579,6E,9089,,
758,BOM,CCU,19:30:00,2,2:45:00,22:15:00,2,6E5063,6E,9089,,
759,BOM,CCU,09:40:00,2,2:45:00,12:25:00,2,6E5253,6E,9089,,
760,BOM,AMD,06:35:00,1,1:10:00,07:45:00,1,UK939,UK,3076,6133,16082
761,BOM,AMD,07:25:00,2,1:30:00,08:55:00,2,UK909,UK,3132,5272,16082
762,BOM,AMD,18:15:00,2,1:40:00,19:55:00,2,AI637,AI,3271,,13974
763,BOM,AMD,06:25:00,1,1:05:00,07:30:00,1,6E5276,6E,3411,,
764,BOM,AMD,01:10:00,1,1:05:00,02:15:00,1,6E6085,6E,3411,,
765,BOM,AMD,06:35:00,3,1:10:00,07:45:00,3,UK939,UK,3422,6133,16082
766,BOM,AMD,08:20:00,3,1:30:00,09:50:00,3,UK909,UK,3422,5272,16082
767,BOM,AMD,20:25:00,0,1:15:00,21:40:00,0,6E296,6E,3571,,
768,BOM,AMD,06:35:00,6,1:10:00,07:45:00,6,UK939,UK,3633,7110,17178
769,BOM,AMD,16:05:00,6,1:25:00,17:30:00,6,UK949,UK,3633,7110,17178
770,BOM,AMD,22:45:00,0,1:10:00,23:55:00,0,UK919,UK,3654,7110,19135
771,BOM,AMD,06:35:00,0,1:10:00,07:45:00,0,UK939,UK,3654,7110,19135
772,BOM,AMD,22:45:00,6,1:10:00,23:55:00,6,UK919,UK,3658,7110,17178
773,BOM,AMD,22:00:00,0,1:15:00,23:15:00,0,6E5194,6E,3670,,
774,BOM,AMD,22:00:00,1,1:15:00,23:15:00,1,6E5194,6E,3670,,
775,BOM,AMD,01:10:00,0,1:05:00,02:15:00,0,6E6085,6E,3696,,
776,BOM,AMD,06:25:00,0,1:05:00,07:30:00,0,6E5276,6E,3696,,
777,BOM,AMD,18:40:00,1,1:15:00,19:55:00,1,6E5258,6E,3696,,
778,BOM,AMD,22:45:00,1,1:10:00,23:55:00,1,UK919,UK,3758,6621,16082
779,BOM,AMD,06:25:00,3,1:05:00,07:30:00,3,6E5276,6E,3764,,
780,BOM,AMD,15:40:00,6,1:10:00,16:50:00,6,AI631,AI,3770,,13974
781,BOM,AMD,06:35:00,2,1:10:00,07:45:00,2,UK939,UK,3827,6621,16082
782,BOM,AMD,13:10:00,0,1:00:00,14:10:00,0,6E6484,6E,3954,,
783,BOM,AMD,13:10:00,6,1:00:00,14:10:00,6,6E6484,6E,4638,,
784,BOM,AMD,13:10:00,3,1:00:00,14:10:00,3,6E6484,6E,6138,,
785,BOM,PNQ,09:45:00,6,1:00:00,10:45:00,6,AI684,AI,4415,,20086
786,BOM,PNQ,09:45:00,0,1:00:00,10:45:00,0,AI684,AI,4415,,20086
787,BOM,PNQ,09:45:00,4,1:00:00,10:45:00,4,AI684,AI,4415,,20086
788,BOM,PNQ,09:45:00,3,1:00:00,10:45:00,3,AI684,AI,4499,,20401
789,BOM,PNQ,09:45:00,2,1:00:00,10:45:00,2,AI684,AI,4835,,20086
790,BOM,DEL,18:15:00,5,2:00:00,20:15:00,5,AI660,AI,4610,,24096
791,BOM,DEL,18:15:00,0,2:00:00,20:15:00,0,AI660,AI,4610,,24096
792,BOM,DEL,21:00:00,0,2:05:00,23:05:00,0,AI816,AI,4610,,24096
793,BOM,DEL,21:00:00,5,2:05:00,23:05:00,5,AI816,AI,4610,,24096
794,BOM,DEL,21:00:00,1,2:05:00,23:05:00,1,AI816,AI,4610,,24096
795,BOM,DEL,21:00:00,6,2:05:00,23:05:00,6,AI816,AI,4610,,24096
796,BOM,DEL,18:15:00,2,2:00:00,20:15:00,2,AI660,AI,4650,,24096
797,BOM,DEL,21:00:00,3,2:05:00,23:05:00,3,AI816,AI,4650,,24096
798,BOM,DEL,21:00:00,2,2:05:00,23:05:00,2,AI816,AI,4650,,24096
799,BOM,DEL,09:00:00,2,2:20:00,11:20:00,2,AI866,AI,4650,,
800,BOM,DEL,06:05:00,4,2:05:00,08:10:00,4,6E5187,6E,5124,,
801,BOM,DEL,14:30:00,4,2:05:00,16:35:00,4,6E993,6E,5124,,
802,BOM,DEL,12:45:00,4,2:10:00,14:55:00,4,6E2015,6E,5124,,
803,BOM,DEL,07:00:00,4,2:10:00,09:10:00,4,6E2398,6E,5124,,
804,BOM,DEL,08:30:00,4,2:10:00,10:40:00,4,6E2139,6E,5124,,
805,BOM,DEL,07:45:00,4,2:10:00,09:55:00,4,6E825,6E,5124,,
806,BOM,DEL,05:00:00,4,2:15:00,07:15:00,4,6E2056,6E,5124,,
807,BOM,DEL,21:35:00,2,1:55:00,23:30:00,2,6E2051,6E,5222,,
808,BOM,DEL,21:35:00,3,1:55:00,23:30:00,3,6E2051,6E,5222,,
809,BOM,DEL,06:05:00,3,2:05:00,08:10:00,3,6E5187,6E,5222,,
810,BOM,DEL,06:05:00,2,2:05:00,08:10:00,2,6E5187,6E,5222,,
811,BOM,DEL,14:30:00,3,2:05:00,16:35:00,3,6E993,6E,5222,,
812,BOM,DEL,19:10:00,1,1:45:00,20:55:00,1,UK938,UK,5314,8556,35885
813,BOM,DEL,19:10:00,0,1:45:00,20:55:00,0,UK938,UK,5314,9357,26890
814,BOM,DEL,19:10:00,5,1:45:00,20:55:00,5,UK938,UK,5314,9357,28952
815,BOM,BLR,03:55:00,6,1:55:00,05:50:00,6,AI621,AI,2676,,
816,BOM,BLR,03:55:00,4,1:55:00,05:50:00,4,AI621,AI,2676,,
817,BOM,BLR,03:55:00,3,1:55:00,05:50:00,3,AI621,AI,2728,,22568
818,BOM,BLR,18:55:00,5,1:30:00,20:25:00,5,AI641,AI,3119,,22568
819,BOM,BLR,09:20:00,4,1:50:00,11:10:00,4,AI639,AI,3119,,22568
820,BOM,BLR,03:55:00,5,1:55:00,05:50:00,5,AI621,AI,3119,,
821,BOM,BLR,06:45:00,5,1:55:00,08:40:00,5,AI603,AI,3119,,
822,BOM,BLR,06:45:00,6,1:55:00,08:40:00,6,AI603,AI,3119,,
823,BOM,BLR,18:55:00,2,1:30:00,20:25:00,2,AI641,AI,3178,,22568
824,BOM,BLR,16:40:00,3,1:45:00,18:25:00,3,AI607,AI,3178,,22568
825,BOM,BLR,16:40:00,2,1:45:00,18:25:00,2,AI607,AI,3178,,22568
826,BOM,BLR,03:55:00,2,1:55:00,05:50:00,2,AI621,AI,3178,,
827,BOM,BLR,06:45:00,3,1:55:00,08:40:00,3,AI603,AI,3178,,22568
828,BOM,BLR,18:55:00,0,1:30:00,20:25:00,0,AI641,AI,3356,,22568
829,BOM,BLR,18:55:00,1,1:30:00,20:25:00,1,AI641,AI,3356,,22568
830,BOM,BLR,16:40:00,0,1:45:00,18:25:00,0,AI607,AI,3356,,22568
831,BOM,BLR,17:00:00,1,1:45:00,18:45:00,1,AI607,AI,3356,,22568
832,BOM,BLR,03:55:00,0,1:55:00,05:50:00,0,AI621,AI,3356,,
833,BOM,BLR,19:30:00,1,1:45:00,21:15:00,1,6E2244,6E,3488,,
834,BOM,BLR,18:30:00,1,1:45:00,20:15:00,1,6E5067,6E,3488,,
835,BOM,BLR,18:30:00,0,1:45:00,20:15:00,0,6E5067,6E,3488,,
836,BOM,BLR,18:55:00,4,1:30:00,20:25:00,4,AI641,AI,3548,,22568
837,BOM,BLR,20:35:00,1,1:30:00,22:05:00,1,6E5256,6E,3607,,
838,BOM,BLR,20:35:00,0,1:30:00,22:05:00,0,6E5256,6E,3607,,
839,BOM,BLR,18:55:00,3,1:30:00,20:25:00,3,AI641,AI,3616,,22568
840,BLR,MAA,16:30:00,5,0:50:00,17:20:00,5,6E6012,6E,4228,,
841,BLR,MAA,23:50:00,6,1:00:00,00:50:00,0,6E482,6E,4228,,
842,BLR,MAA,17:30:00,5,1:00:00,18:30:00,5,6E356,6E,4228,,
843,BLR,MAA,11:35:00,4,1:00:00,12:35:00,4,6E6189,6E,4228,,
844,BLR,MAA,11:35:00,5,1:00:00,12:35:00,5,6E6189,6E,4228,,
845,BLR,MAA,16:30:00,1,0:50:00,17:20:00,1,6E6012,6E,4309,,
846,BLR,MAA,20:05:00,0,0:55:00,21:00:00,0,6E478,6E,4309,,
847,BLR,MAA,17:30:00,1,1:00:00,18:30:00,1,6E356,6E,4309,,
848,BLR,MAA,23:50:00,2,1:00:00,00:50:00,3,6E482,6E,4309,,
849,BLR,MAA,17:30:00,0,1:00:00,18:30:00,0,6E356,6E,4309,,
850,BLR,MAA,17:30:00,3,1:00:00,18:30:00,3,6E356,6E,4309,,
851,BLR,MAA,23:50:00,0,1:00:00,00:50:00,1,6E482,6E,4309,,
852,BLR,MAA,11:35:00,0,1:00:00,12:35:00,0,6E6189,6E,4309,,
853,BLR,MAA,23:50:00,1,1:00:00,00:50:00,2,6E482,6E,4309,,
854,BLR,MAA,23:50:00,3,1:00:00,00:50:00,4,6E482,6E,4309,,
855,BLR,MAA,09:30:00,0,1:05:00,10:35:00,0,6E592,6E,4309,,
856,BLR,MAA,09:30:00,1,1:05:00,10:35:00,1,6E592,6E,4309,,
857,BLR,MAA,09:30:00,2,1:05:00,10:35:00,2,6E592,6E,4384,,
858,BLR,MAA,16:15:00,5,1:00:00,17:15:00,5,I52461,I5,4459,,
859,BLR,MAA,16:15:00,0,1:00:00,17:15:00,0,I52461,I5,4544,,
860,BLR,MAA,16:15:00,3,1:00:00,17:15:00,3,I52461,I5,4544,,
861,BLR,MAA,16:15:00,1,1:00:00,17:15:00,1,I52461,I5,4544,,
862,BLR,MAA,07:20:00,4,0:55:00,08:15:00,4,6E6269,6E,4622,,
863,BLR,MAA,16:30:00,0,0:50:00,17:20:00,0,6E6012,6E,4711,,
864,BLR,MAA,16:30:00,3,0:50:00,17:20:00,3,6E6012,6E,4711,,
865,BLR,CCU,05:10:00,2,2:20:00,07:30:00,2,SG507,SG,9840,,
866,BLR,CCU,23:25:00,2,2:30:00,01:55:00,3,6E952,6E,10002,,
867,BLR,CCU,06:30:00,2,2:35:00,09:05:00,2,6E227,6E,10814,,
868,BLR,CCU,21:55:00,2,2:45:00,00:40:00,3,6E975,6E,10814,,
869,BLR,CCU,23:30:00,2,2:30:00,02:00:00,3,I5992,I5,10980,,
870,BLR,CCU,22:30:00,2,2:35:00,01:05:00,3,I5558,I5,10980,,
871,BLR,CCU,04:50:00,2,2:45:00,07:35:00,2,I51533,I5,10980,,
872,BLR,CCU,06:05:00,3,2:50:00,08:55:00,3,I51452,I5,10980,,
873,BLR,CCU,06:05:00,2,2:50:00,08:55:00,2,I51452,I5,10980,,
874,BLR,CCU,05:10:00,4,2:20:00,07:30:00,4,SG507,SG,11143,,
875,BLR,CCU,05:10:00,3,2:20:00,07:30:00,3,SG507,SG,11348,,
876,BLR,CCU,04:50:00,4,2:45:00,07:35:00,4,I51533,I5,11693,,
877,BLR,CCU,06:05:00,4,2:50:00,08:55:00,4,I51452,I5,11693,,
878,BLR,CCU,06:05:00,6,2:50:00,08:55:00,6,I51452,I5,11693,,
879,BLR,CCU,17:45:00,2,2:25:00,20:10:00,2,6E6243,6E,11743,,
880,BLR,CCU,23:25:00,3,2:30:00,01:55:00,4,6E952,6E,11743,,
881,BLR,CCU,06:30:00,3,2:35:00,09:05:00,3,6E227,6E,11743,,
882,BLR,CCU,20:15:00,2,2:35:00,22:50:00,2,6E676,6E,11743,,
883,BLR,CCU,16:05:00,2,2:40:00,18:45:00,2,6E6572,6E,11743,,
884,BLR,CCU,13:30:00,2,2:40:00,16:10:00,2,6E172,6E,11743,,
885,BLR,CCU,23:30:00,3,2:30:00,02:00:00,4,I5992,I5,11909,,
886,BLR,CCU,04:50:00,3,2:45:00,07:35:00,3,I51533,I5,11909,,
887,BLR,CCU,23:25:00,0,2:30:00,01:55:00,1,6E952,6E,11982,,
888,BLR,CCU,21:55:00,0,2:45:00,00:40:00,1,6E975,6E,11982,,
889,BLR,CCU,05:10:00,6,2:20:00,07:30:00,6,SG507,SG,12055,,
890,BLR,AMD,01:40:00,2,2:05:00,03:45:00,2,6E6779,6E,7063,,
891,BLR,AMD,16:50:00,0,2:05:00,18:55:00,0,6E239,6E,7374,,
892,BLR,AMD,06:10:00,2,2:05:00,08:15:00,2,6E586,6E,7515,,
893,BLR,AMD,20:55:00,0,2:10:00,23:05:00,0,6E6423,6E,7968,,
894,BLR,AMD,14:25:00,0,2:10:00,16:35:00,0,6E6236,6E,7968,,
895,BLR,AMD,06:10:00,6,2:05:00,08:15:00,6,6E586,6E,8561,,
896,BLR,AMD,01:40:00,0,2:05:00,03:45:00,0,6E6779,6E,8561,,
897,BLR,AMD,01:40:00,6,2:05:00,03:45:00,6,6E6779,6E,8561,,
898,BLR,AMD,20:55:00,6,2:10:00,23:05:00,6,6E6423,6E,8561,,
899,BLR,AMD,12:15:00,6,2:05:00,14:20:00,6,6E6595,6E,9154,,
900,BLR,AMD,12:15:00,1,2:05:00,14:20:00,1,6E6595,6E,9154,,
901,BLR,AMD,01:40:00,1,2:05:00,03:45:00,1,6E6779,6E,9154,,
902,BLR,AMD,06:10:00,0,2:05:00,08:15:00,0,6E586,6E,9154,,
903,BLR,AMD,16:50:00,1,2:05:00,18:55:00,1,6E239,6E,9154,,
904,BLR,AMD,12:15:00,0,2:05:00,14:20:00,0,6E6595,6E,9154,,
905,BLR,AMD,20:55:00,1,2:10:00,23:05:00,1,6E6423,6E,9154,,
906,BLR,AMD,01:40:00,3,2:05:00,03:45:00,3,6E6779,6E,9329,,
907,BLR,AMD,16:50:00,6,2:05:00,18:55:00,6,6E239,6E,9747,,
908,BLR,AMD,06:10:00,1,2:05:00,08:15:00,1,6E586,6E,9747,,
909,BLR,AMD,14:25:00,2,2:10:00,16:35:00,2,6E6236,6E,9934,,
910,BLR,AMD,12:15:00,5,2:05:00,14:20:00,5,6E6595,6E,10340,,
911,BLR,AMD,06:10:00,3,2:05:00,08:15:00,3,6E586,6E,10538,,
912,BLR,AMD,20:55:00,5,2:10:00,23:05:00,5,6E6423,6E,11081,,
913,BLR,AMD,16:50:00,2,2:05:00,18:55:00,2,6E239,6E,12050,,
914,BLR,AMD,16:50:00,3,2:05:00,18:55:00,3,6E239,6E,13561,,
915,BLR,PNQ,05:25:00,1,1:20:00,06:45:00,1,6E408,6E,3737,,
916,BLR,PNQ,00:50:00,1,1:25:00,02:15:00,1,6E6129,6E,3737,,
917,BLR,PNQ,02:30:00,1,1:25:00,03:55:00,1,6E699,6E,3737,,
918,BLR,PNQ,02:30:00,2,1:25:00,03:55:00,2,6E699,6E,3807,,
919,BLR,PNQ,00:50:00,2,1:25:00,02:15:00,2,6E6129,6E,3807,,
920,BLR,PNQ,05:00:00,1,1:25:00,06:25:00,1,I5818,I5,3986,,
921,BLR,PNQ,23:50:00,1,1:30:00,01:20:00,2,I5821,I5,3986,,
922,BLR,PNQ,23:50:00,0,1:30:00,01:20:00,1,I5821,I5,3986,,
923,BLR,PNQ,00:50:00,0,1:25:00,02:15:00,0,6E6129,6E,4049,,
924,BLR,PNQ,05:00:00,2,1:25:00,06:25:00,2,I5818,I5,4061,,
925,BLR,PNQ,23:50:00,2,1:30:00,01:20:00,3,I5821,I5,4061,,
926,BLR,PNQ,20:45:00,0,1:25:00,22:10:00,0,6E6337,6E,4272,,
927,BLR,PNQ,02:30:00,0,1:25:00,03:55:00,0,6E699,6E,4272,,
928,BLR,PNQ,02:30:00,3,1:25:00,03:55:00,3,6E699,6E,4278,,
929,BLR,PNQ,20:45:00,1,1:25:00,22:10:00,1,6E6337,6E,4430,,
930,BLR,PNQ,21:15:00,1,1:10:00,22:25:00,1,I5974,I5,4434,,
931,BLR,PNQ,21:15:00,2,1:10:00,22:25:00,2,I5974,I5,4517,,
932,BLR,PNQ,05:00:00,3,1:25:00,06:25:00,3,I5818,I5,4517,,
933,BLR,PNQ,05:25:00,3,1:20:00,06:45:00,3,6E408,6E,4580,,
934,BLR,PNQ,05:25:00,0,1:20:00,06:45:00,0,6E408,6E,4832,,
935,BLR,PNQ,02:30:00,6,1:25:00,03:55:00,6,6E699,6E,4832,,
936,BLR,PNQ,00:50:00,3,1:25:00,02:15:00,3,6E6129,6E,4860,,
937,BLR,PNQ,21:15:00,6,1:10:00,22:25:00,6,I5974,I5,5105,,
938,BLR,PNQ,21:15:00,0,1:10:00,22:25:00,0,I5974,I5,5105,,
939,BLR,PNQ,13:00:00,1,1:20:00,14:20:00,1,I51426,I5,5105,,
940,BLR,DEL,13:15:00,2,2:40:00,15:55:00,2,AI501,AI,6731,,35772
941,BLR,DEL,09:50:00,2,2:45:00,12:35:00,2,AI505,AI,6731,,35772
942,BLR,DEL,11:45:00,2,2:50:00,14:35:00,2,AI507,AI,6731,,
943,BLR,DEL,17:15:00,2,2:50:00,20:05:00,2,AI503,AI,6731,,35772
944,BLR,DEL,05:45:00,3,2:55:00,08:40:00,3,AI804,AI,6731,,
945,BLR,DEL,21:00:00,2,2:55:00,23:55:00,2,AI808,AI,6731,,
946,BLR,DEL,07:05:00,2,2:55:00,10:00:00,2,AI513,AI,6731,,
947,BLR,DEL,05:45:00,2,2:55:00,08:40:00,2,AI804,AI,6731,,
948,BLR,DEL,19:15:00,2,3:05:00,22:20:00,2,AI509,AI,6731,,
949,BLR,DEL,14:55:00,2,3:25:00,18:20:00,2,AI511,AI,6731,,
950,BLR,DEL,18:45:00,1,2:40:00,21:25:00,1,UK802,UK,7404,12395,35803
951,BLR,DEL,17:15:00,1,2:50:00,20:05:00,1,AI503,AI,7475,,
952,BLR,DEL,05:45:00,1,2:55:00,08:40:00,1,AI804,AI,7475,,
953,BLR,DEL,19:10:00,2,2:55:00,22:05:00,2,I51532,I5,7509,,
954,BLR,DEL,08:00:00,1,2:35:00,10:35:00,1,UK808,UK,7512,,
955,BLR,DEL,11:30:00,1,2:40:00,14:10:00,1,UK816,UK,7512,12278,
956,BLR,DEL,18:45:00,0,2:40:00,21:25:00,0,UK802,UK,7512,12394,35803
957,BLR,DEL,19:40:00,0,2:40:00,22:20:00,0,UK818,UK,7512,12277,
958,BLR,DEL,19:40:00,1,2:40:00,22:20:00,1,UK818,UK,7512,12278,
959,BLR,DEL,17:50:00,1,2:45:00,20:35:00,1,UK820,UK,7512,15629,
960,BLR,DEL,19:20:00,1,2:45:00,22:05:00,1,6E735,6E,7539,,
961,BLR,DEL,15:20:00,1,2:55:00,18:15:00,1,6E6621,6E,7539,,
962,BLR,DEL,05:35:00,1,2:20:00,07:55:00,1,SG392,SG,7549,,
963,BLR,DEL,05:35:00,2,2:20:00,07:55:00,2,SG392,SG,8197,,
964,BLR,DEL,05:35:00,3,2:20:00,07:55:00,3,SG392,SG,8757,,
965,BLR,BOM,12:05:00,2,1:55:00,14:00:00,2,AI622,AI,3696,,23422
966,BLR,BOM,19:30:00,1,1:50:00,21:20:00,1,AI610,AI,3944,,23844
967,BLR,BOM,06:45:00,1,1:50:00,08:35:00,1,AI640,AI,3944,,23844
968,BLR,BOM,06:45:00,2,1:50:00,08:35:00,2,AI640,AI,4142,,23422
969,BLR,BOM,21:25:00,2,1:55:00,23:20:00,2,AI642,AI,4142,,23422
970,BLR,BOM,06:00:00,1,1:35:00,07:35:00,1,6E5209,6E,4191,,
971,BLR,BOM,19:30:00,0,1:40:00,21:10:00,0,6E5376,6E,4191,,
972,BLR,BOM,17:50:00,1,1:45:00,19:35:00,1,6E6143,6E,4191,,
973,BLR,BOM,05:00:00,1,1:50:00,06:50:00,1,6E5124,6E,4191,,
974,BLR,BOM,05:00:00,0,1:50:00,06:50:00,0,6E5124,6E,4223,,
975,BLR,BOM,02:00:00,0,2:00:00,04:00:00,0,I5472,I5,4227,,
976,BLR,BOM,06:45:00,0,1:50:00,08:35:00,0,AI640,AI,4265,,
977,BLR,BOM,21:25:00,0,1:55:00,23:20:00,0,AI642,AI,4265,,
978,BLR,BOM,12:05:00,0,1:55:00,14:00:00,0,AI622,AI,4265,,
979,BLR,BOM,13:45:00,0,1:35:00,15:20:00,0,6E5134,6E,4302,,
980,BLR,BOM,15:00:00,0,1:40:00,16:40:00,0,6E5351,6E,4302,,
981,BLR,BOM,16:25:00,0,1:50:00,18:15:00,0,6E5251,6E,4302,,
982,BLR,BOM,17:00:00,0,1:40:00,18:40:00,0,UK508,UK,4402,,
983,BLR,BOM,17:00:00,1,1:40:00,18:40:00,1,UK508,UK,4402,,
984,BLR,BOM,06:40:00,1,1:40:00,08:20:00,1,UK866,UK,4402,7572,23925
985,BLR,BOM,14:20:00,2,1:30:00,15:50:00,2,I51782,I5,4438,,
986,BLR,BOM,14:20:00,0,1:30:00,15:50:00,0,I51782,I5,4438,,
987,BLR,BOM,19:00:00,1,1:35:00,20:35:00,1,UK864,UK,4464,9769,38591
988,BLR,BOM,19:00:00,0,1:35:00,20:35:00,0,UK864,UK,4464,7694,25146
989,BLR,BOM,06:00:00,3,1:30:00,07:30:00,3,SG456,SG,4667,,
